y_real,y_predicho,probabilidad_morosidad
0,0,0.2654966582647278
0,0,0.28022047313727777
0,1,0.523091916591963
0,0,0.33536477958893535
0,1,0.5164702532521941
0,1,0.6307672947806006
0,0,0.40519875235277103
0,1,0.5689247322480174
0,0,0.38283672742049274
0,0,0.45860742714883923
0,0,0.39823288637371607
0,1,0.661536940291956
1,0,0.342814767128228
0,1,0.5646127296396349
0,0,0.29260406376867476
0,1,0.534243284632243
0,1,0.5378588776880329
0,1,0.5951747170573161
0,1,0.549031253481408
0,0,0.21143005984285668
0,0,0.3434060698768623
0,0,0.28723500667749413
0,1,0.5960652920534472
0,0,0.47935851542799146
0,0,0.3357575882022226
0,0,0.41444700517835686
0,0,0.4167775720761324
0,0,0.2951437191780142
0,0,0.3107228543118327
0,0,0.4651112064822991
0,1,0.5060253549421467
0,1,0.5443960422073817
0,0,0.46117540751693814
1,1,0.6626477326251391
0,1,0.5616222245704974
0,0,0.3140325072216233
0,0,0.4448664053516476
0,0,0.4947320680467869
0,0,0.37527858859711083
0,0,0.44073420204039415
0,0,0.2598663298932492
0,0,0.20849742015244005
0,1,0.5242691038472089
0,0,0.24646337445504046
1,0,0.4398813243117835
0,0,0.39134819979717955
0,1,0.5682142740041018
0,1,0.6096118325789529
0,1,0.5075617783691873
0,0,0.46202219752775764
0,1,0.5236567171381218
0,0,0.30268464837136083
0,0,0.47725773843988095
0,0,0.3699376627614016
0,0,0.3470997728234897
0,1,0.5184487040040368
1,1,0.7592028960252085
0,0,0.3583309464764723
0,1,0.5570765965276078
0,0,0.40898715891368664
1,1,0.6427299460815109
0,1,0.6281819807642628
0,0,0.21549876183045286
0,0,0.4356136204023504
0,0,0.1880976525215513
0,0,0.2003263961487992
0,0,0.49874758300616445
0,0,0.2233122918462452
0,0,0.4298871964962386
0,0,0.47957177329933526
0,1,0.5917034898408599
0,0,0.14407842047557606
0,1,0.5137512136304069
0,1,0.6568070947663465
0,1,0.610667123925033
0,1,0.5791704186730988
0,1,0.5908063931663038
1,0,0.3096281614344205
0,0,0.36829240612188746
0,1,0.5068052675766485
0,1,0.8347403876562481
0,0,0.20389316649577516
0,0,0.24259748628245256
0,0,0.43087504387168035
0,1,0.6455414637087934
0,0,0.4936358071925507
0,1,0.5975671741983071
0,1,0.6238944653696432
0,0,0.47086113358156634
0,0,0.3391997436218331
0,1,0.570098967679441
0,0,0.41897111352250505
0,0,0.3285412040369042
1,1,0.7387596668383055
0,0,0.1957923078941223
0,1,0.6434988934651122
0,1,0.5999085969636059
0,0,0.4410506447943181
0,0,0.19740865919025
0,0,0.36819942309708187
0,1,0.5286660549192964
0,0,0.47303186640554395
0,1,0.5788636082164369
0,1,0.5207298806318947
0,1,0.590541057456093
0,0,0.486878262794333
0,1,0.5298610691648422
0,0,0.4560478777267138
0,1,0.937245696680037
0,0,0.4185739485222917
0,1,0.5175361562180518
0,0,0.38454100505379746
0,1,0.5990827172722542
1,1,0.78618007820836
0,0,0.2728925909786183
0,0,0.22781422995865633
0,0,0.3734758364440915
0,1,0.6969465891220725
0,0,0.3577005992589989
0,0,0.23581566346019145
0,0,0.4282227832691627
0,1,0.6084398480430395
0,0,0.4864569166996483
0,1,0.5187550664658722
1,1,1.0
0,1,0.6192004655837714
0,0,0.4957137745593526
0,1,0.5487457299434233
0,0,0.3697524146931897
0,0,0.30984823814833556
0,0,0.3718822294742362
0,1,0.6817268836046791
0,0,0.4399942552948791
0,0,0.39397993685347305
0,0,0.3142485336215227
0,1,0.5901218460412803
1,1,0.5788555697045451
0,0,0.44372872054128054
0,0,0.45152295831648426
0,0,0.2538956986737703
0,1,0.5227318504108844
0,0,0.4947975734171253
1,1,0.5872378157722452
0,1,0.5430674516071691
0,1,0.568601351283519
0,1,0.6153797335134089
0,0,0.247065931255151
0,0,0.25218874251129936
0,1,0.558286319853377
0,0,0.3040434859870596
0,0,0.34794367468478543
0,0,0.3275108838046563
0,0,0.47815304670867204
0,0,0.39536075741729665
0,0,0.23343337181314694
0,0,0.28496184857349033
0,0,0.2292459355814906
0,1,0.5614543776899222
1,1,0.6745554504212035
1,1,0.6064032606299298
0,0,0.1786109466343832
0,1,0.5399959806994029
0,0,0.33255000451229555
0,1,0.5016654607690095
0,1,0.5693541713937885
0,0,0.38538981062866184
0,0,0.2642388495033374
0,0,0.28366765985819475
0,0,0.32140454656132733
0,0,0.47798317758371267
0,0,0.13047865275544018
0,1,0.5353820323122656
0,0,0.38715041483806434
0,0,0.3079247180461709
0,1,0.5148259908988929
0,0,0.2264907720264633
0,0,0.30727194571909205
0,0,0.2853013524397893
0,0,0.27563130923681356
0,0,0.4151933338770464
0,0,0.16609131110844388
0,1,0.5006735625182971
0,0,0.40003870358826493
0,1,0.515008498477827
0,1,0.5267798049559768
0,0,0.3870337483460889
0,0,0.4030990932121495
0,0,0.41578673830104534
0,0,0.4727925022359356
1,0,0.4438403548937861
0,0,0.47843979027546196
0,0,0.3570028420257739
0,0,0.2593155488485306
0,0,0.477990079222357
0,0,0.4424191259258157
0,0,0.403295890231744
0,0,0.31293766037075615
0,0,0.4213547582438874
0,1,0.5037105510166716
0,0,0.23989606883648837
0,0,0.447006017779372
0,0,0.3028284141088843
0,0,0.34182636000844024
0,0,0.3271898498765748
0,1,0.6697042356901084
0,0,0.43247100804109967
0,0,0.29757090374645623
0,0,0.37027322936046747
0,0,0.4724038693424079
0,0,0.29788060156845875
0,0,0.4859390954577364
0,0,0.47575881165431805
0,1,0.6340910272537043
0,0,0.28919559713175297
0,0,0.2701765714106338
0,0,0.42022534101890197
1,1,0.6489298731433937
0,0,0.28073384725379213
0,1,0.6126450863706315
0,1,0.6383049139524671
0,0,0.20395113703404258
1,1,0.5315875758871497
0,0,0.4393926458909315
0,0,0.464112484653819
0,0,0.16232186131551737
0,0,0.4739450571136782
0,0,0.49451200777621407
0,1,0.5427642244988488
0,0,0.2783635229113124
0,0,0.39323023055513795
0,0,0.3205084656386903
0,0,0.3713367570090319
0,1,0.5261072521503387
0,0,0.32120559504288143
0,0,0.37942249349374635
1,1,0.7475414008810344
0,0,0.47932611447047724
0,1,0.6594536319564456
0,0,0.46964903268064895
0,1,0.5700655142794241
0,0,0.39570502751232345
0,0,0.3211980186220906
0,0,0.3236896456638841
0,0,0.32029672022328504
0,0,0.4550681445933395
0,0,0.4685993765642263
0,0,0.2839480917001404
0,0,0.45827128475446166
0,0,0.3919476743965644
0,0,0.44213141153300467
0,0,0.3259238141861867
0,0,0.4715680211283293
0,0,0.44759890930628754
0,0,0.48217645428236444
0,0,0.40182531772201124
0,0,0.4896558022883672
0,0,0.3872490777142952
0,0,0.2944760060376209
0,0,0.3469399129823758
0,0,0.47584803208881865
0,0,0.4010466845027715
0,1,0.5685406199041786
0,1,0.8225332121572408
1,0,0.2933328933922104
0,0,0.4318730341770138
0,0,0.277669594794251
0,0,0.39856097332061574
0,1,0.5031102016289362
0,0,0.4898350531293068
1,1,0.6043572472925678
1,0,0.4569226445053329
0,1,0.5937982649585676
0,0,0.27710869347354156
1,1,0.7358002212182787
0,0,0.29470252626143784
0,0,0.4675129923020954
0,0,0.2760835061114689
0,0,0.4006922822710924
0,0,0.318630136409845
0,0,0.2589621770328009
0,0,0.4064146674050624
0,1,0.5343310447238128
0,0,0.28839959981612384
0,0,0.38991867577519174
0,0,0.47016137147176645
0,0,0.43185118009351037
0,0,0.21614219557702996
0,0,0.4958770283302033
0,0,0.35158171168310093
0,0,0.21766519374012777
0,0,0.3655003866385538
0,0,0.3676514286008191
0,1,0.6662368421877893
1,0,0.4645610473888181
0,0,0.328098167944502
0,0,0.37563220455212415
0,0,0.34185791818965977
0,0,0.3094462037228297
0,1,0.5007666573830514
0,0,0.4534475674187748
0,0,0.28062912602664997
0,1,0.5011709247473967
1,1,0.59841167504745
0,0,0.22151787018733382
0,0,0.29489960994685244
0,1,0.5146398745072085
0,1,0.6858917352215939
0,0,0.3976006382324815
0,0,0.42998909065349467
0,1,0.585764017709087
0,0,0.2842896594793305
0,0,0.46885492747560975
0,0,0.2466916253717572
0,1,0.6270919833783426
0,0,0.2620940542591338
0,0,0.3374121178675471
0,0,0.49824086764315345
0,0,0.39813301100417825
0,1,0.7321450778506794
0,0,0.4360734500525997
0,0,0.4381513780688818
0,0,0.48170434259928624
0,0,0.3839886887732567
0,0,0.4488112993476214
1,1,0.7400948114642987
0,0,0.47755504732144183
0,0,0.37813785559101215
0,0,0.25606904785789575
0,0,0.33245416156936775
0,1,0.5510060629022212
0,0,0.4722656113689683
0,0,0.45070711390643464
0,0,0.31045415319476616
0,0,0.3595916145476955
1,0,0.32273038066510057
0,0,0.33846009566658336
0,1,0.5316875526724208
0,1,0.6308842509725361
1,1,0.5652454098771302
0,0,0.2598431000583831
0,0,0.24916600591229385
0,1,0.6170039352388418
0,0,0.43004789910586544
0,0,0.33061670381427133
0,1,0.6138308524932914
0,1,0.635038378951128
0,1,0.5307227648642796
0,0,0.4965890582045334
0,0,0.35612750183082953
0,1,0.5532235802550803
0,1,0.6316465427866472
0,0,0.23841607649467872
0,0,0.3375273982159142
0,0,0.3213201392648491
0,1,0.5834523247464002
0,1,0.5346163897304766
0,0,0.4618002330349788
0,1,0.5375981493445404
0,1,0.9912764497584554
0,1,0.519573109732535
0,0,0.3409591475836879
0,1,0.5526364265654367
0,0,0.317172394937053
0,1,0.568298025968367
0,1,0.5881599437316188
0,0,0.22351883011273013
1,0,0.3534913007976334
0,0,0.24924434003256193
0,1,0.5453835849041309
0,0,0.18740567102462688
0,0,0.31859463531780235
0,1,1.0
0,0,0.22414212202323505
0,0,0.4318879107006843
0,0,0.26436474940950205
0,0,0.44835169227080085
0,0,0.39593440720365874
0,0,0.3939990130371529
0,0,0.18802921044202303
1,0,0.376140739536964
0,1,0.6125470542011876
0,1,0.5234887291187932
0,1,0.5637735296562217
0,0,0.3867800820895943
0,1,0.5781202434289048
0,0,0.46244718350696495
0,0,0.2899081214928455
0,1,0.6403746427458534
0,1,0.5163468621746017
0,0,0.2090141625090328
0,0,0.3636902950695095
1,1,0.9314155852705189
0,0,0.300132495274094
0,0,0.3870146031455337
0,1,0.6816031666061558
0,1,0.508453195292104
0,1,0.5442821892780122
0,0,0.4007583354355935
0,0,0.20511697009785054
0,1,0.5318850187379679
0,1,0.5583489857600944
0,0,0.32327327876911455
0,0,0.49898491870852846
0,0,0.37556618173606443
0,0,0.44035549938797486
0,0,0.434257108943908
0,0,0.4633799188803966
0,0,0.4707261247231791
0,0,0.31048589443481667
0,1,0.5404560853343658
1,0,0.4975185445044839
0,0,0.40045378027558587
0,1,0.567357469586585
0,1,0.5801719692897331
0,1,0.5034985586726866
0,1,0.5571588390295122
0,1,0.5016079559639426
0,0,0.2635170112506264
0,0,0.2578988754443859
0,1,0.6934553142166102
1,0,0.47163290828380083
0,0,0.2534931316461965
0,0,0.3797422602689531
0,0,0.4610661631961922
0,1,0.587994115451831
0,0,0.47614839955141447
0,0,0.47053666360775326
1,0,0.43761428112350553
0,0,0.29025028794170915
0,0,0.4246925020482314
0,0,0.40264581357574075
0,1,0.5686023782139024
0,1,0.5385911188592922
1,1,0.5780464719817716
0,0,0.41321783887090974
0,0,0.4142513941906373
0,1,0.5302936695160324
0,0,0.45245846044057975
0,0,0.3707675586403459
1,1,0.6670949543270405
0,0,0.4477815412300287
0,0,0.41636389538635293
0,1,0.5325710492820076
1,0,0.3213974583215757
0,0,0.148973503218802
0,0,0.3298655561946373
0,1,0.6215334363333664
0,0,0.26836533326021716
0,0,0.44904721664440284
0,1,0.6922456192262375
0,1,0.513001854296424
0,1,0.8428409586379975
0,1,0.573255030020403
0,0,0.41283677101709215
0,0,0.24796647074431222
0,0,0.3356090862729188
0,1,0.5489190198702283
0,1,0.5907739787533836
1,1,1.0
0,1,0.5686963592805018
0,0,0.18803320584102656
0,0,0.3120130023905746
0,0,0.2967670896595264
0,0,0.33076539058361465
1,1,0.9155951111800398
0,1,0.5463837246903618
0,0,0.46980531010159127
0,1,0.6143935523133238
0,0,0.24718251109122533
0,0,0.25852648207808204
0,0,0.2921221165911457
0,1,0.5827077826810496
0,0,0.36524092700550465
0,0,0.17418532523739672
0,0,0.4798885305361555
0,0,0.30460060765529967
0,1,0.6266709689380726
0,0,0.1780866831818036
0,0,0.4121975730761402
0,1,0.5483074611649746
0,1,0.6276012555635393
0,0,0.237700421933825
0,0,0.26775061601527145
0,1,0.6141100689842581
0,1,0.5989037995480363
0,0,0.25659070671514056
0,1,0.6070354168487542
0,0,0.29151463605582634
0,0,0.10797481149294073
0,0,0.37477994981043444
0,0,0.37170352524589306
0,0,0.2065255641879615
0,0,0.24885762951921453
0,0,0.4034745814010568
0,0,0.41901073242894193
0,0,0.40438857764158387
0,1,0.6356252976843518
0,0,0.4117906911882626
0,0,0.3654213406997393
0,1,0.5165023650510013
0,0,0.47272203816780434
0,0,0.4936984890340998
0,0,0.2530939139111736
0,0,0.189738882882863
0,0,0.4787412066157149
0,0,0.30651642758914655
0,1,0.5973724481304863
0,0,0.1775561489367992
1,1,0.7830980998024829
0,1,0.5352366230439483
0,0,0.2700841912120943
0,0,0.18613299700017363
0,0,0.486552960239124
0,0,0.33294806245209946
0,1,0.5206308293451825
0,0,0.32076321075286474
0,0,0.2678084751018348
1,1,0.5572333790631422
0,0,0.39104476943280503
0,0,0.48049825587946987
0,0,0.21847421085040153
0,0,0.4268784170637405
0,0,0.24241281208715776
0,0,0.41091528984108505
0,0,0.3144396453411177
0,0,0.3193164468708992
0,0,0.47249727110977496
0,0,0.28212768286764073
0,1,0.6190919381572257
0,0,0.43091420820492815
0,0,0.357130229259865
0,0,0.32697089022530085
0,0,0.22771245278673663
0,0,0.18660444264471707
0,1,0.5880689423675782
0,0,0.3092323225190609
0,0,0.43141063098474747
0,0,0.2491286160732657
0,0,0.3489782543933631
0,0,0.34949837527061445
0,0,0.24494264925134973
0,0,0.41937299062752775
0,0,0.4771802177106235
0,1,0.5381029875130945
0,0,0.3419757318259804
0,0,0.19476996552162404
0,0,0.31396006951691896
0,0,0.3411237307333025
0,0,0.2708874241844048
0,0,0.2920785308867009
0,0,0.3946419346302691
0,0,0.44223198459511637
0,0,0.30902271734735953
0,0,0.36869775415905787
0,0,0.44418653803594704
0,0,0.313677075651271
0,1,0.5309216011105329
0,0,0.2698429858476474
0,0,0.28622495254872493
0,1,0.6037596566241374
0,0,0.42536328480102287
0,1,0.5627809511540934
0,1,0.6397212477381394
0,0,0.26253715971929503
0,1,0.6070256156230496
0,0,0.42526708036139893
0,1,0.6051795673962902
1,1,0.7171040589318896
0,0,0.40052034643841666
0,0,0.32986333707884574
0,0,0.39383561115958793
0,1,0.5765090766001778
0,0,0.3564647556244986
0,0,0.26163332641549975
0,1,0.5421397665274639
0,0,0.4528792710841793
0,0,0.3577976193708338
0,0,0.34529471067779194
0,0,0.44659217749367747
1,0,0.36559009898797284
0,0,0.2578088153731889
0,0,0.21396570679795368
0,0,0.3961029107230439
0,1,0.5877531800327965
0,0,0.4124944423818559
0,0,0.3398984265896887
0,0,0.33981838872137354
0,0,0.2590830633817897
0,0,0.3453723085087561
0,1,0.5542139091574342
0,1,0.6406043690949431
0,0,0.3067394530468725
0,0,0.4793575445172882
0,0,0.21684426441683521
0,1,0.7367383779804431
0,0,0.47639811131659837
0,0,0.4202721264734312
0,0,0.3003172718387492
0,1,0.550668992973161
0,0,0.27288156481102943
0,1,0.5181199578996664
0,0,0.24110853194528722
1,1,0.8757653086475051
0,0,0.4598044721927047
0,1,0.5186672950237856
0,0,0.37716394485299104
0,0,0.2560617888414172
0,1,0.8745494515371945
0,1,0.5537996782159716
0,0,0.3471079726043296
0,0,0.3080436680112848
0,0,0.22348550682492394
0,1,0.5837078968324677
0,0,0.27708642636215997
0,1,0.6848732149386392
0,0,0.38888776573425843
0,1,0.5903738920237473
0,0,0.29372243698647255
0,0,0.22568422642916688
1,0,0.43305371109586893
0,0,0.270613193681195
0,1,0.565990404127092
0,0,0.3278107775905133
0,0,0.36625206789986614
0,0,0.38397371830948396
0,0,0.2401764473018503
0,1,0.5799675912077015
0,1,0.5504146278775982
1,1,0.8115175616243421
0,0,0.26046689113469185
0,0,0.2989224833794387
1,0,0.3783386564080533
0,0,0.40654274616333796
0,0,0.42873346616835223
0,0,0.40357411646118224
0,0,0.33405866226423003
0,0,0.37735986088068224
0,0,0.4877699153889578
0,0,0.462834317869552
0,1,0.8872333984920773
1,0,0.42815402159403415
0,0,0.4944046449294224
0,0,0.39923852567059376
0,0,0.4058700020590395
1,1,0.535716489371811
0,0,0.44099735653541045
0,0,0.3637053968810965
0,0,0.23167641212041704
0,0,0.4507733803670244
